Unnamed: 0,EJEMPLAR,Título,Autor,Editorial,Colección,Año,CATEGORÍA,EDAD (literatura),CDU
4083,1,Eva Luna,"Allende, Isabel",Sudamericana,-,1926,,,
5295,1,Evita y su presencia 1943-1949,"Luna, Félix Dir.",Crónica. Hyspamerica,Nuestro siglo. Historia de la Argentina -El sistema peronista,1992,Historia Argentina,,
5610,1,Evolución Urbana de la Ciudad de Buenos Aires: Breve síntesis histórica hasta 1910,Municipalida de la Ciudad de Buenos Aires,Municipalida de la Ciudad de Buenos Aires,Cuaderno de Buenos Aires XII,1972,Historia Argentina,,
2015,1,Excesos y exageraciones,"Bernasconi, Pablo",Sudamericana,Sudamericana Infantil Especial,1926,,,
1600,2,Expedición Amazonas,"Shua, Ana María",Sudamericana,Pan Flauta - naranja,1926,,,
3085,1,Expedición de Catalanes y Aragoneses contra turcos y griegos,"Moncada, Francisco de",Molino,Literatura Clásica,1926,,,
3274,1,Fábula,Antología,Cantaro,Del Mirador,1926,,,
2020,1,Fábula de Esopo,Esopo,Atlantida,Biblioteca Billiken - rojo,1926,,,
786,4,Fábulas,"Lobato, Monteiro",Anteojito,Biblioteca de oro del estudiante - 34,1926,,,
1007,1,Fábulas ascéticas : en verso castellano : y en variedad de metros,"Fernández, Cayetano",Librería de Gregorio del Amo,-,1926,,,
1245,1,Fábulas clásicas,-,Cultural librera americana,Tesoros infantiles,1926,,,
4007,1,Fábulas completas,"Iriarte, Tomás de",Sopena,Biblioteca Mundial Sopena,1926,,,
1459,1,Fábulas completas de Iriarte y Samaniego,"Iriarte, Tomás de & Samaniego, Félix María de",Anaconda,-,1926,,,
1101,1,Fábulas Criollas,"Piñeros Corpas, Joaquín",Plus Ultra,Leer e Interpretar - 5,1926,,,
2299,1,Fábulas de mi país,-,[s.n],Fábulas de mi país - 8,1926,,,
3980,1,Fábulas en verso castellano,"Samaniego, Félix María",Saturnino Calleja,-,1926,,,
1888,1,Fábulas folclóricas : 50 relatos ilustrados,"Dido, Juan Carlos",Novedades educativas,-,1926,,,
1443,2,Fábulas literarias,"Iriarte, Tomás de",Hijos de Santiago Rodríguez,-,1926,,,
1578,1,Fábulas morales,"Samaniego, Félix M. de",Página 12,Los grandes para los chicos - 13,1926,,,
4293,1,Fábulas nativas,"V. González, Joaquín",Kapelusz,Grandes Obras de la  Literatura Universal,1926,,,
2982,1,Face,"Zephaniah, Benjamín",Bloomsbury,-,1926,,,
736,5,Facundo,"Sarmiento, Domingo Faustino",Jackson,Grandes escritores Argentinos - 25,1926,,,
2575,1,Facundo : o civilización y barbarie en las pampas argentinas,"Sarmiento, Domingo F.",Planeta,Biblioteca La Nación,1926,,,
4379,1,Facundo. Volumen II,"Sarmiento, Domingo Faustino",Estrada,Biblioteca de Clásicoa Argentinos,1926,,,
5228,1,Fahrenheit 451,"Bradbury, Ray",Plaza &Janés,Ave Fénix,2001,Lit. EEUU,,
4998,1,Falacias económicas populares,"Mishan, E. J.",Orbis/ Hypamerica,Biblioteca de Economía - 12,1983,,,
4155,2,Falsificaciones,"Denevi, Marco",Corregidor,,1926,,,
1216,2,Fámili,"Wolf, Ema",Sudamericana,-,1926,,,
3295,1,Fantasmas,"Antología. Compilador Berti, Eduardo",Adriana Hidalgo,El otro lado/clásico,1926,,,
51,2,Fantasmas de día,"Baquedano, Lucía",SM,El barco de vapor - Serie naranja,1998,,,
908,1,Fantasmas de Fear Street. Aléjate de la casa del árbol,"Stine, R. L",Emecé,Emecé  Juvenil - 5,1926,,,
905,1,Fantasmas de Fear Street. Los remedios de la abuela,"Stine, R. L",Emecé,Emecé  Juvenil - 16,1926,,,
906,1,Fantasmas de Fear Street. Me convertí en extraterrestre,"Stine, R. L",Emecé,Emecé  Juvenil - 14,1926,,,
904,1,Fantasmas de Fear Street. Terror en navidad,"Stine, R. L",Emecé,Emecé  Juvenil - 15,1926,,,
907,1,Fantasmas de Fear Street. Yo fui un zombi,"Stine, R. L",Emecé,Emecé  Juvenil - 30,1926,,,
700,1,Fantasmas de medianoche,"Fischel, Emma",Lumen,Locura y Terror,1926,,,
1586,1,Fantasmas de Navidad,"Dickens, Charles",Página 12,Los grandes para los chicos - 30,1926,,,
915,1,Fantasville. La venganza de la bruja,"Pike, Christopher",Grupo Zeta,6,1926,,,
2602,1,Farenheit 451,"Bradbury, Ray",Debols!llo,Contemporánea,1926,,,
5238,1,Fat cat on a mat and other tales,"Cox, Phil Roxbee",Usborne,Usborne Phonics Stories,2009,Lit. infantil (rojo),,
5627,1,Fatherland,"Harris, Robert",Atlantida,,1992,Lit. Inglesa ,,
1872,15,Fausto,"Campo, Estanislao del",De la Flor,-,1926,,,
3375,1,Fausto : primera parte,"Goethe, Johann Wolfgang Von",Andrés Bello,Biblioteca Andrés Bello,1926,,,
746,1,Fausto y otros poemas selectos,"del Campo, Estanislao",Jackson,Grandes escritores Argentinos - 43,1926,,,
4395,1,Febril Buenos Aires,"Breda, Emilio",Buen Ayre,,1926,,,
3757,2,Federico : antología,"García Lorca, Federico",Colihue,Leer y Crear,1926,,,
4900,1,Fedra,"Racine, Jean",Centro editor de América Latina,Biblioteca Básica Universal,1926,,,
2011,1,"Ferdinando, el toro","Leaf, Munro",Lóquez,El libro de arena,1926,,,
2564,1,Ficciones,"Borges, Jorge Luis",Planeta,Biblioteca La Nación,1926,,,
5254,1,Ficciones patrias,"Gorriti, Juana Manuela",Clarín,La biblioteca Argentina. Serie Clásicos,2001,Lit. Argentina,,
5323,1,Ficciones. El Aleph,"Borges, Jorge Luis",Sudamericana,Borges Obras Completas - 5,2011,Lit. Argentina,,
1717,1,Fiesta de disfraces,"Trigub, Inés",Pequeño editor,Incluso los grandes,1926,,,
5104,1,Figurita difícil,"Pi, Matías Nicolás",Incucai,-,1926,Lit. Infantil (Verde O),,
4580,2,Filotea,"Wolf, Ema",Alfaguara,Amarilla,1926,,,
290,2,Finis mundi,"Gallego García, Laura",SM,El barco de vapor,2010,,,
2159,1,"Fito, el perro","Rey, Eva",Sigmar,Leo con figuras,1926,,,
1513,1,Flash : la trágica experiencia de la droga,"Duchaussois, Charles",Emecé,Hechos reales,1926,,,
2822,1,Flashpoint. Siete secretos,"Millligan, Peter",Dc Comics/ ECC,-,1926,,,
5271,1,"Flor de Loto, una princesa diferente","Gattari, Florencia",SM,El barco de vapor ,2014,Lit. Infantil (naranja),,
3780,1,Flor nueva de romances viejos,Menéndez Pidal,Espasa-Calpe,Colección Austral,1926,,,
5192,1,Flora del Archipiélago Fueguino y Patagonia,"Devereux, Evelyn",El autor,,2006,,,
79,1,"Flora, la desconocida del espacio","Beaude, Pierre-Marie",Norma,Torre de papel - amarillo,1990,,,
1052,1,Florencio Sánches : vida y creación,"Imbert, Julio",Schapire,Obra y vida,1926,,,
3964,1,Flores robadas en los jardines de Quilmes,"Asis, Jorge",Planeta,,1926,,,
1795,1,Flotante,"Wiesner, David",Océano,Travesía,1926,,,
5551,1,Formación castrense de los hombres de armas de Belgrano,"Luzuriaga, Aníbal Jorge",Instituto Belgraniano central,,1980,Historia Argentina,,
2250,1,Formas,-,[Versus],Primeras imágenes,1926,,,
5549,1,Formas tempranas de organización obrera: Documento de trabajo N°4,"Grez Toso, Sergio",La Crujia,Ayacucho,2003,Historia Argentina,,
3157,1,Formulario del técnico mecánico,"Preger, Ernst & Reindl, Rudolf",Labor,-,1926,,,
5515,1,Fragata Sarmiento,"Bamio, José R.",Secretaria General Naval Armada Argentina,,2000,Historia Argentina,,
3095,1,Francisco Luis Bernardez,"Barufaldi, Rogelio",Cultura Argentina,Argentinos en las letras,1926,,,
592,12,Frankenstein,"Shelley, Mary",Tinta fresca,,1926,,,
5380,1,Franklin dice una mentira,"Bourgeois, Paulette",Norma,Días felices con Franklin,1998,Lit. Infantil (rojo),,
1719,2,Frasco gitano,"Durini, Ángeles & Aimar, Gustavo",Comunicarte,Infantil,1926,,,
1765,1,Frases para una amistad por siempre,-,[dos tintas],-,1926,,,
1347,2,Fray Gerundio de Campazas,"de Isla, José Francisco",Zaragoza,Clásicos Ebro,1926,,,
499,2,Frin,"Pescetti, Luis María",Alfaguara,Naranja,2013,,,
1902,1,Frutas de estación 1,-,La estación,Máquina de hacer lectores,1926,,,
1340,1,Fuente Ovejuna,"Vega, Lope de",Siete dias,Literatura Española - 3,1926,,,
3326,8,Fuenteovejuna,Lope de Vega,Colihue,Colección Literaria,1926,,,
3512,1,Fuenteovejuna; El burlador de Sevilla y convidado de piedra; La vida es un sueño,-,Andrés Bello,Biblioteca Andrés Bello - 10,1926,,,
2717,1,Fuerza y movimiento,-,Planeta,Ciencia recreativa - 10,1926,,,
3175,1,Fundamentos de biología celular y molecular,"Robertis De,; & Robertis De (h)",El ateneo,-,1926,,,
5016,1,Fundamentos de la teoría de los signos,"Morris, Charles",Planeta-Agostini,Obras Maestras del Pensamiento Contemporáneo - 82,1994,Filosofía,,
4496,1,Furia,"Smith, Wilbur",Top Emecé,,1926,,,
3876,1,Gabino el mayoral. Los disfrazados,"García Velloso, Enrique. Pacheco, Carlos Mauricio",Kapelusz,Grandes obras de la literatura universal,1926,,,
4225,1,Gabriela Mistral : en verso y prosa : antología,"Mistral, Gabriela",Alfaguara,-,1926,,,
4196,1,"Gabriela, clavo y canela","Amado, Jorge",Altaya,Maestros de la literatura contemporánea,1926,,,
5635,1,Galería de Seres Espantosos,Antología,Alfaguara,Morada,2015,Lit. Infantil (Rosa),,
2761,1,Garfield vuelve a la fama 1,"Davis, Jim",Lumen,,1926,,,
2760,1,Garfield. The truth about cats.,"Davis, Jim",,EN INGLES,1926,,,
3470,1,Gargantúa y Pantagruel,"Rabelais, Francois",El Ateneo,Clásicos inolvidables,1926,,,
1699,1,Gato y pez,"Grant, Joan",Libros del zorro rojo,-,1926,,,
5173,1,Gaturro 1,Nik,Ediciones de La Flor,,2015,Historieta,,
5098,1,Gaturro 19,Nik,Ediciones de la Flor,,2012,Historietas,,
4566,2,Gaturro 28,Nik,Siete vidas,Colección Pocket,1926,,,
5174,1,Gaturro y el misterio de las cinco Ágathas,Nik,Primera Sudamericana,,2011,Lit. Infantil (naranja),,
2749,1,Gaturro y la maldición de Tutangatón,Nik,Sudamericana,,1926,,,
4946,1,Gaturro y la mansión del terror,Nik,Sudamericana,-,2008,,,
4646,1,Genio y figura de Adolfo Bioy Casares,"Villordo, Oscar Hermes",EudeBa,Genios y figuras,1926,,,
4656,1,Genio y figura de Jorge Isaacs,"Arciniegas, Germán",EudeBa,Genios y figuras,1926,,,
4655,1,Genio y figura de Jorge W. Abalos,"Huerga, Feliciano",EudeBa,Genios y figuras,1926,,,
4636,1,Genio y figura de José Hernández,"Aragón, Roque Raúl; Calvetti, Jorge",EudeBa,Genios y figuras,1926,,,
4647,1,Genio y figura de Lucio V. Mansilla,"Lanuza, José Luis",EudeBa,Genios y figuras,1926,,,
1029,1,Genio y figura...,"Valera, Juan",Molino,Los maestros de la novela,1926,,,
4272,1,Gentuza,"Filloy, Juan",El ceunco de Plata,Biblioteca Juan Filloy,1926,,,
3037,1,Geografía,-,Time Life Learning,Enciclopedia Ilustrada de Ciencias y Naturaleza,1926,,,
3158,1,Geografía 5es : sociedad y economía en la argentina actual,-,Estrada,Huellas,1926,,,
3129,1,Gigantes : del mundo animal,-,Billiken,Biblioteca Billiken para la familia - 23,1926,,,
1917,1,Gotas de sal y de sol,"Olivera, Bernardo",Revista Sophia,,1926,,,
4678,1,Goya,"Romano, Eileen",El mundo,Los grandes genios del arte,1926,,,
4654,1,Gracias por volar conmigo,"Peña, Fernando",Debolsillo,Best Seller,1926,,,
13,2,Graffiti Ninja,"Aguirre, Osvaldo & González, Eduardo",Norma,Zona Libre,2007,,,
3191,1,Graham Greene,"Pange, Victor de ",La Mandrágora,,1926,,,
2792,2,Gramática viva 1 : un viaje al país de la gramática,-,Stadium,Cronovisión,1926,,,
3125,1,Grandes batallas,-,Billiken,Biblioteca Billiken para la familia - 20,1926,,,
2729,1,Grandes exploradores,-,Genios,Guía temática escolar - 26,1926,,,
3133,2,Grandes inventos,-,Billiken,Biblioteca Billiken para la familia - 27,1926,,,
3035,1,Grandes investigadores,-,Planeta,Érase una vez el cuerpo humano -29,1926,,,
3127,2,Grandes obras : de la humanidad,-,Billiken,Biblioteca Billiken para la familia - 22,1926,,,
837,1,Grandes Poemas y poemas Menores,"Andrade, Olegario V.",Jackson,Grandes escritores Argentinos - 3,1926,,,
2394,1,Great expectations,"Dickens, Charles",Wordsworth,Wordsworth classics,1926,,,
5029,1,Grecia. Historia y Sociedad. 5,"Colazo, Pablo",Clarín,Grandes civilizaciones de la historia,2008,Historia,,
2744,1,Green Lantern,"Johns, Geoff",Planeta DeAgotini,#2,1926,,,
2746,1,Green Lantern Corps. Los pecados del Zafiro Estelar,"Tomasi, Peter",Planeta DeAgotini,#5,1926,,,
1306,1,Greguerías 1940 - 43,"Gómez de la Serna, Ramón",Espasa-Calpe,Colección Austral,1926,,,
2748,1,Guaraní,"Agrimbau, Diego",Hotel de las ideas,,1926,,,
2035,1,"Guau, guau, me llamo Pirata","Onore, Giovanni; Oña, Pierina & Romero, Tatiana",Otonga,-,1926,,,
2347,1,Güemes,"Pigna, Felipe",Planeta,La historieta argentina por Felipe Pigna,1926,,,
4796,1,Guerra aérea en las Malvinas,"Andrada, Benigno Héctor",Emecé,,1926,,,
5687,1,Guerra mundial en miniatura. Libro III,"Hugh, Thomas",Hyspamérica. Urbión,La guerra civil Española,1980,Lit. Española ,,
2004,1,Guía de pecadores,"Granada, Luis de",Molino,Colección literatura clásica,1926,,,
5375,1,Guía para la vida,"Simpson, Bart",Ediciones B,,1997,Lit. Infantil (amarillo),,
2775,1,Guía visual del mundo vegetal,-,Cultura Librera Americana,-,1926,,,
4667,1,Guillermo Brown,"Luna, Félix",Planeta,Grandes Protagonistas de la Historia Argentina,1926,,,
1227,2,"Guitarras, guitarritas y guitarrones",-,Abran cancha,Caballo rayo,1926,,,
4559,1,Gulliver en el país de los enanos,-,Sigmar,Hadas y duendes,1926,,,
1740,1,Guzmán de Alfarache,"Aleman, Mateo",Molino,Colección literatura clásica,1926,,,
2809,1,Gyo Vol.1,Junjito Ito,Ivrea,,1926,,,
1779,1,Había una vez una casa,"[Montes, Graciela & Rojas, Saúl Oscar]",[Alfaguara],[Infantil - Pictocuentos],1926,,,
2207,1,Había una vez una lapicera,"[Basch, Adela & Rojas, Oscar]",Libros del quirquincho,[Infantil - Pictocuentos],1926,,,
244,1,"Había una vez, dos, tres","Dedé, María Laura",Salim,Amaranta - 11,2012,,,
4734,1,"Habla, memoria. Una autobiografía revisitada","Nabokov, Vladimir",Anagrama,Compactos,1926,,,
1679,1,"Hablemos de Jesús : un libro ilustrado de historias bíblicas para mirar, leer y narrar",-,Claretiana,-,1926,,,
4994,1,Hacia una economía mundial,"Tinbergen, Jan",Orbis/ Hypamerica,Biblioteca de Economía - 7,1983,,,
4785,4,Haciendo memoria en el país de Nunca Más,"Dussel, I. Finocchio, S. Gojman, S.",EudeBa,Derechos Humanos,1926,,,
2898,1,Hadas y Dragones. El arte es magia,Ciruelo,Doedytores,,1926,,,
3246,1,Hallazgos Científicos,"Ameghino, Florentino",Jackson,Grandes Escritores Argentinos - 6,1926,,,
5086,1,Hamlet. Julio César,"Shakespeare, William",Fray Mocho,Biblioteca Universal. Teatro completo IV,1994,Lit. Inglesa,,
3609,1,Hamlet. Macbeth,"Shakespeare, William",Planeta,Biblioteca La Nación,1926,,,
2561,1,Hamlet; Macbeth,"Shakespeare, William",Planeta,Biblioteca La Nación,1926,,,
2066,2,Hansel y Gretel,Hermanos Grimm,Eudeba,-,1926,,,
3562,1,Harry Potter y el cáliz de fuego. 4,"Rowling, J. K.",Salamandra,,1926,,,
3560,1,Harry Potter y el misterio del príncipe. 6,"Rowling, J. K.",Salamandra,,1926,,,
4584,1,Harry Potter y la Cámara Secreta,"Rowling, J.K.",Emecé,Emecé Juvenil,1926,,,
3561,1,Harry Potter y la orden del Fénix. 5,"Rowling, J. K.",Salamandra,,1926,,,
5039,1,Harry Potter y la piedra filosofal,"Rowling, J. K.",Salamandra,Salamandra Bolsillo,2022,Lit. Inglesa,,
1710,1,Hasta (casi) 100 bichos,"Nesquens, Daniel",Anaya,-,1926,,,
4545,1,Hay un monstruo debajo de mi cama,"Cinetto, Liliana",del Naranjo,Luna de azafrán,1926,,,
4557,1,Heidi,"Spyri, J.",Kapelusz,,1926,,,
1730,1,Henry Fielding : y la tradición picaresca,"Pastalosky, Rosa",Solar,La letra y su sombra,1926,,,
5341,1,Herbario,"Barman, Adrienne",Libros del Zorro Rojo,,2018,Material de Referencia,,
4750,1,"Hércules, el forzudo","Montes, Graciela",Página 12,Mitología Griega,1926,,,
4884,1,Hernani,"Hugo, Victor",Centro editor de América Latina,Biblioteca Básica Universal,1926,,,
3383,1,Hernani ; El rey se divierte,"Hugo, Víctor",Espasa-Calpe,Colección Austral,1926,,,
1622,1,Héroes de tinta,"Schujer, Silvia (comp.)",Puerto de palos,Logonautas - 6,1926,,,
3615,1,Hijos de Lázaro,"Mawson, Robert",Plaza & Janés,,1926,,,
1922,1,Himnos a la noche. Erique de Ofterdingen,Novalis,Hyspamerica,Historia Universal de la Literatura - ,1926,,,
2222,1,Himnos del brevario Romano,"Bernárdez, Francisco Luis",Losada,Contemporánea,1926,,,
1524,1,Himnos del breviario romano,"Bernárdez, Francisco Luis",Losada,Biblioteca contemporánea,1926,,,
5477,1,Hipólito Yrigoyen,"Luna, Félix",Planeta,Grande protagonistas de la Historia Argentina,2004,Biografías,,
5622,1,Historia Argentina y Americana. Tomo 1,"Levene, Ricardo",Omeba,,1982,Historia Argentina,,
5422,1,Historia Argentina. Tomo 1,"Abad de Santillán, Diego",Tipográfia Editora Argentina,,1965,Historia Argentina,,
5423,1,Historia Argentina. Tomo 2,"Abad de Santillán, Diego",Tipográfia Editora Argentina,,1965,Historia Argentina,,
5424,1,Historia Argentina. Tomo 3,"Abad de Santillán, Diego",Tipográfia Editora Argentina,,1965,Historia Argentina,,
5425,1,Historia Argentina. Tomo 4,"Abad de Santillán, Diego",Tipográfia Editora Argentina,,1965,Historia Argentina,,
5426,1,Historia Argentina. Tomo 5,"Abad de Santillán, Diego",Tipográfia Editora Argentina,,1965,Historia Argentina,,
5624,1,Historia Argentina: Hechos y protagonistas,-,Planeta,,2001,Historia Argentina,,
4815,1,Historia completa de las Malvinas. Tomo II,"Muñoz Azpiri, José Luis",Oriente,,1926,,,
4816,1,Historia completa de las Malvinas. Tomo III,"Muñoz Azpiri, José Luis",Oriente,,1926,,,
1570,1,Historia de Alí Babá y los cuarenta ladrones,"Montes, Graciela",Gramón,La mar de cuentos - Las Mil y Una Noche - 13,1926,,,
4563,1,Historia de amor exagerado,"Montes, Graciela",Colihue,Libros del malabarista,1926,,,
4147,4,Historia de Cronopios y de Famas,"Cortázar, Julio",Sudamericana,,1926,,,
5646,1,Historia de Flechazo y la nube,"Mariño, Ricardo",Alfaguara,Amarilla,2013,Lit. Infantil (Rosa c),,
2473,2,Historia de Indias,Vera & Oski,Colihue,Locos - Narrativa dibujada,1926,,,
5590,1,Historia de la Argentina 1955-2020,"Novaro, Marcos",Siglo XXI,Biblioteca Básica de Historia,2021,Historia Argentina,,
5414,1,Historia de la Argentina Fin del régimen virreinal e instalación de la junta de mayo de 1810: 1800-1810,"Sierra, Vicente D.",Unión de Editores Latinos,Historia de la Argentina,1960,Historia Argentina,,
5416,1,Historia de la Argentina I Introducción conquista y población: 1492-1600,"Sierra, Vicente D.",Editorial Científica Argentina,Historia de la Argentina,1964,Historia Argentina,,
5421,1,Historia de la Argentina IX Gobiernos de Rosa; su caida hacia un nuevo régimen: 1840-1852,"Sierra, Vicente D.",Editorial Científica Argentina,Historia de la Argentina,1972,Historia Argentina,,
5415,1,Historia de la Argentina Los primero gobiernos patrios: 1810-1813,"Sierra, Vicente D.",Ediciones Garriga Argentinas,Historia de la Argentina,1962,Historia Argentina,,
5417,1,Historia de la Argentina VI Independencia y anarquía: 1813 - 1819,"Sierra, Vicente D.",Editorial Científica Argentina,Historia de la Argentina,1965,Historia Argentina,,
5418,1,Historia de la Argentina VII De la anarquia y la epoca de Rivadavia a la Revolución de 1828: 1819-1829,"Sierra, Vicente D.",Editorial Científica Argentina,Historia de la Argentina,1972,Historia Argentina,,
5419,1,Historia de la Argentina VIII Época de Rosas. Primera parte: 1829-1841,"Sierra, Vicente D.",Editorial Científica Argentina,Historia de la Argentina,1972,Historia Argentina,,
5420,1,"Historia de la Argentina X Vida, pasión y muerte de la confederación Argentina: 1852-1862","Sierra, Vicente D.",Editorial Científica Argentina,Historia de la Argentina,1980,Historia Argentina,,
5591,1,"Historia de la Argentina: Biografía de un país, desde la conquista española hasta nuestros días","Adamovsky, Ezequiel",Crítica,,2023,Historia Argentina,,
1457,1,Historia de la bida del buscón llamado Don Pablos,"Quevedo, Francisco de",Sopena,Biblioteca Mundial Sopena,1926,,,
5552,1,Historia de la conquista del Río de la Plata,"Villalta, Blanco",Atlantida,Colección Oro de cultura general,1946,Historia Argentina,,
4859,1,Historia de la dignidad humana. Cuentos y relatos sobre la tortura,"Blanco Rodríguez, Nicolas...(et.al.)",Defensoría General de la Nación ,,1926,,,
1943,1,Historia de la literatura castellana : con numerosos trozos selectos,"Valdaspe, Tristán",José Moly,-,1926,,,
1451,2,Historia de la literatura española,"Fitzmaurice Kelly, Jaime",Anaconda,-,1926,,,
1445,2,Historia de la literatura española : con antología,"Berenguer Carisomo, Arturo",Luis Lasserre,-,1926,,,
1400,1,Historia de la literatura hispanoamericana : con la antología correspondiente,"Valdaspe, Tristán",FVD,-,1926,,,
1426,1,Historia de la poesía argentina,Glem,Espasa-Calpe,Colección Austral,1926,,,
4888,1,Historia de la vida del buscón,"Quevedo, Francisco de",Centro editor de América Latina,Biblioteca Básica Universal,1926,,,
3995,1,"Historia de la vida del buscón, llamado Don Pablos","Quevedo, Francisco de",Siete días,Las mejores obras de la literatura española - 17,1926,,,
5607,1,Historia de la vida privada en la Argentina,"Cicerchia, Ricardo ",Troquel,,1999,Historia Argentina,,
1348,1,Historia de las ideas estéticas en España : tomo III,"Menéndez y Pelayo, Marcelino",Glem,-,1926,,,
5509,1,Historia de las instituciones y la cultura. Vol. 2,"Levene, Ricardo",El Ateneo,Historia Argentina contemporánea 1862-1931,1965,Historia Argentina,,
5508,1,Historia de las presidencias: 1862-1898. Vol. 1,"Levene, Ricardo",El Ateneo,Historia Argentina contemporánea 1862-1930,1965,Historia Argentina,,
5614,1,Historia de los Argentinos. Tomo 1,"Floria, Carlos Alberto",Circulo de lectores,,1985,Historia Argentina,,
5615,1,Historia de los Argentinos. Tomo 2,"Floria, Carlos Alberto",Circulo de lectores,,1985,Historia Argentina,,
5599,1,Historia de los presidentes Argentinos,"Levene, Gustavo Gabriel",Osvaldo Raúl Sánchez Teruelo,Tomo 3,1992,Historia Argentina,,
5429,1,Historia de los presidentes Argetinos. Primera parte,"Levene, Gustavo Gabriel",Osvalo Raul Sanchez Teruelo. Ed.,Nueva historia Argentina,1975,Historia Argentina,,
5430,1,Historia de los presidentes Argetinos. Segunda parte,"Levene, Gustavo Gabriel",Osvalo Raul Sanchez Teruelo. Ed.,Nueva historia Argentina,1975,Historia Argentina,,
498,1,Historia de los señores Moc y Poc,"Pescetti, Luis María",Alfaguara,Naranja,2012,,,
1008,1,Historia de los trabajos de Persiles y Sigismunda : historia septentrional,Cervantes,Sopena,Biblioteca Mundial,1926,,,
4823,1,Historia de Navidad. El joven Jesús. Libro 4,-,Ovale,Mi biblioteca de historias Bíblicas,1926,,,
4671,1,Historia de San Martín y de la emancipación Sudamericana. Tomo 1,"Mitre, Bartolomé",-,,1926,,,
4669,1,Historia de San Martín y de la independencia americana,"Mitre, Bartolomé",Centro editor de America Latina,Capítulo - 21,1926,,,
4630,1,Historia de Sarmiento,"Lugones, Leopoldo",EudeBa,Serie del siglo y medio,1926,,,
438,3,Historia de un amor exagerado,"Montes, Graciela",Colihue,Libros del malabarista,1926,,,
974,1,Historia de un árbol chaqueño,"Frati de Álvarez, María Nélida",Plus Ultra,,1926,,,
4362,1,Historia de una pasión Argentina,"Mallea, Eduardo",Espasa-Calpe,Colección Austral,1926,,,
2165,1,"Historia de una princesa, su papá y el príncipe Kinoto Fukasuka","Walsh, María Elena",Alfaguara,,1926,,,
4951,1,Historia de yerba y mate,"Troncoso, Oscar",Centro editor de América Latina,La vida de nuestro Pueblo - 17,1982,,,
5574,1,Historia del 25 de mayo: Nacimiento de la libertad y de la independencia Argentina,"Gandia, Enrique de",Claridad,"Biblioteca de historia, Vol 4",1960,Historia Argentina,,
1561,1,Historia del caballo volador,"Montes, Graciela",Gramón,La mar de cuentos - Las Mil y Una Noche - 4,1926,,,
3319,1,Historia del cerco de Lisboa,"Saramago, José",Alfaguara,Biblioteca José Saramago,1926,,,
5542,1,Historia del libertador Don José de San Martín,"Pacífico Otero, José",,Biblioteca del ofical. Historico Militar. Tomo 2,1978,Historia Argentina,,
1559,1,"Historia del mandadero, el califa disfrazado y la muchacha que no se queria casar","Montes, Graciela",Gramón,La mar de cuentos - Las Mil y Una Noche - 2,1926,,,
5628,1,Historia del movimiento obrero,"Meléndez, Raquel",Centro Editor de América Latina,La historia popular/ vida y milagros de nuestro pueblo,1971,Historia Argentina,,
5623,1,Historia integral de la Argentina. Vol I,"Luna, Félix",La Nación/ Planeta,,2006,Historia Argentina,,
2609,1,Historia mundial : parte I,-,García Ferré,Anteojito Summun,1926,,,
5595,1,Historia social de la Argentina contemporánea,"Di Tella, Torcuato S.",Troquel,,1999,Historia Argentina,,
843,1,Historia universal : tomo 1 El alba de la civilización,"Grimberg, Carl",Anteojito,Biblioteca de oro del estudiante,1926,,,
852,1,Historia universal : tomo 10 La edad de Césares,"Grimberg, Carl",Anteojito,Biblioteca de oro del estudiante,1926,,,
853,1,Historia universal : tomo 11 El Imperio Romano,"Grimberg, Carl",Anteojito,Biblioteca de oro del estudiante,1926,,,
854,1,Historia universal : tomo 12 Las invasiones bárbaras,"Grimberg, Carl",Anteojito,Biblioteca de oro del estudiante,1926,,,
855,1,Historia universal : tomo 13 El imperio bizantino,"Grimberg, Carl",Anteojito,Biblioteca de oro del estudiante,1926,,,
856,1,Historia universal : tomo 14 Mahoma y el Islam,"Grimberg, Carl",Anteojito,Biblioteca de oro del estudiante,1926,,,
857,1,Historia universal : tomo 15 Carlomagno,"Grimberg, Carl",Anteojito,Biblioteca de oro del estudiante,1926,,,
858,1,Historia universal : tomo 16 La era de los Otones,"Grimberg, Carl",Anteojito,Biblioteca de oro del estudiante,1926,,,
859,1,Historia universal : tomo 17 Cristianismo e Islam,"Grimberg, Carl",Anteojito,Biblioteca de oro del estudiante,1926,,,
860,1,Historia universal : tomo 18 Las cruzadas,"Grimberg, Carl",Anteojito,Biblioteca de oro del estudiante,1926,,,
861,1,Historia universal : tomo 19 El gran cisma de occidente,"Grimberg, Carl",Anteojito,Biblioteca de oro del estudiante,1926,,,
844,1,Historia universal : tomo 2 El imperio de la pirámides,"Grimberg, Carl",Anteojito,Biblioteca de oro del estudiante,1926,,,
862,1,Historia universal : tomo 20 La guerra de los cien años,"Grimberg, Carl",Anteojito,Biblioteca de oro del estudiante,1926,,,
863,1,Historia universal : tomo 21 Auge de la literatura europea,"Grimberg, Carl",Anteojito,Biblioteca de oro del estudiante,1926,,,
864,1,Historia universal : tomo 22 Esplenador del arte renacentista,"Grimberg, Carl",Anteojito,Biblioteca de oro del estudiante,1926,,,
865,1,Historia universal : tomo 23 Descubrimiento de América,"Grimberg, Carl",Anteojito,Biblioteca de oro del estudiante,1926,,,
