ISBN,Titulo,Autor,Editorial,FechaPublicacion,Edicion,Idioma,Paginas,Descripcion,Categorias,Ejemplares
978-4-145-06982-5,"Historia de la Argentina X Vida, pasión y muerte de la confederación Argentina: 1852-1862","Sierra, Vicente D.",Editorial Científica Argentina,1980,Primera,Español,0,,Historia Argentina,1
978-8-324-21888-2,"Historia de la Argentina: Biografía de un país, desde la conquista española hasta nuestros días","Adamovsky, Ezequiel",Crítica,2023,Primera,Español,0,,Historia Argentina,1
978-8-989-09645-0,Historia de la bida del buscón llamado Don Pablos,"Quevedo, Francisco de",Sopena,1926,Primera,Español,0,,,1
978-5-916-14991-3,Historia de la conquista del Río de la Plata,"Villalta, Blanco",Atlantida,1946,Primera,Español,0,,Historia Argentina,1
978-9-392-93913-6,Historia de la dignidad humana. Cuentos y relatos sobre la tortura,"Blanco Rodríguez, Nicolas...(et.al.)",Defensoría General de la Nación ,1926,Primera,Español,0,,,1
978-2-070-61030-3,Historia de la literatura castellana : con numerosos trozos selectos,"Valdaspe, Tristán",José Moly,1926,Primera,Español,0,,,1
978-3-174-28268-7,Historia de la literatura española,"Fitzmaurice Kelly, Jaime",Anaconda,1926,Primera,Español,0,,,1
978-5-552-68745-9,Historia de la literatura española : con antología,"Berenguer Carisomo, Arturo",Luis Lasserre,1926,Primera,Español,0,,,1
978-9-357-64987-2,Historia de la literatura hispanoamericana : con la antología correspondiente,"Valdaspe, Tristán",FVD,1926,Primera,Español,0,,,1
978-2-058-05404-4,Historia de la poesía argentina,Glem,Espasa-Calpe,1926,Primera,Español,0,,,1
978-3-761-34089-9,Historia de la vida del buscón,"Quevedo, Francisco de",Centro editor de América Latina,1926,Primera,Español,0,,,1
978-9-407-31341-8,"Historia de la vida del buscón, llamado Don Pablos","Quevedo, Francisco de",Siete días,1926,Primera,Español,0,,,1
978-9-309-80498-4,Historia de la vida privada en la Argentina,"Cicerchia, Ricardo ",Troquel,1999,Primera,Español,0,,Historia Argentina,1
978-8-495-84590-0,Historia de las ideas estéticas en España : tomo III,"Menéndez y Pelayo, Marcelino",Glem,1926,Primera,Español,0,,,1
978-5-364-60313-5,Historia de las instituciones y la cultura. Vol. 2,"Levene, Ricardo",El Ateneo,1965,Primera,Español,0,,Historia Argentina,1
978-0-787-29870-8,Historia de las presidencias: 1862-1898. Vol. 1,"Levene, Ricardo",El Ateneo,1965,Primera,Español,0,,Historia Argentina,1
978-8-337-93145-7,Historia de los Argentinos. Tomo 1,"Floria, Carlos Alberto",Circulo de lectores,1985,Primera,Español,0,,Historia Argentina,1
978-7-759-11058-7,Historia de los Argentinos. Tomo 2,"Floria, Carlos Alberto",Circulo de lectores,1985,Primera,Español,0,,Historia Argentina,1
978-3-162-05856-0,Historia de los presidentes Argentinos,"Levene, Gustavo Gabriel",Osvaldo Raúl Sánchez Teruelo,1992,Primera,Español,0,,Historia Argentina,1
978-4-123-57808-0,Historia de los presidentes Argetinos. Primera parte,"Levene, Gustavo Gabriel",Osvalo Raul Sanchez Teruelo. Ed.,1975,Primera,Español,0,,Historia Argentina,1
978-9-486-05559-9,Historia de los presidentes Argetinos. Segunda parte,"Levene, Gustavo Gabriel",Osvalo Raul Sanchez Teruelo. Ed.,1975,Primera,Español,0,,Historia Argentina,1
978-0-499-68358-8,Historia de los señores Moc y Poc,"Pescetti, Luis María",Alfaguara,2012,Primera,Español,0,,,1
978-7-005-53777-9,Historia de los trabajos de Persiles y Sigismunda : historia septentrional,Cervantes,Sopena,1926,Primera,Español,0,,,1
978-5-521-14736-6,Historia de Navidad. El joven Jesús. Libro 4,-,Ovale,1926,Primera,Español,0,,,1
978-2-304-40515-6,Historia de San Martín y de la emancipación Sudamericana. Tomo 1,"Mitre, Bartolomé",-,1926,Primera,Español,0,,,1
978-8-303-87491-7,Historia de San Martín y de la independencia americana,"Mitre, Bartolomé",Centro editor de America Latina,1926,Primera,Español,0,,,1
978-4-387-64172-8,Historia de Sarmiento,"Lugones, Leopoldo",EudeBa,1926,Primera,Español,0,,,1
978-3-147-45280-2,Historia de un amor exagerado,"Montes, Graciela",Colihue,1926,Primera,Español,0,,,1
978-8-204-78914-3,Historia de un árbol chaqueño,"Frati de Álvarez, María Nélida",Plus Ultra,1926,Primera,Español,0,,,1
978-5-517-76361-7,Historia de una pasión Argentina,"Mallea, Eduardo",Espasa-Calpe,1926,Primera,Español,0,,,1
978-0-876-81314-0,"Historia de una princesa, su papá y el príncipe Kinoto Fukasuka","Walsh, María Elena",Alfaguara,1926,Primera,Español,0,,,1
978-8-893-99101-8,Historia de yerba y mate,"Troncoso, Oscar",Centro editor de América Latina,1982,Primera,Español,0,,,1
978-5-890-75355-7,Historia del 25 de mayo: Nacimiento de la libertad y de la independencia Argentina,"Gandia, Enrique de",Claridad,1960,Primera,Español,0,,Historia Argentina,1
978-3-709-29737-7,Historia del caballo volador,"Montes, Graciela",Gramón,1926,Primera,Español,0,,,1
978-0-292-44238-2,Historia del cerco de Lisboa,"Saramago, José",Alfaguara,1926,Primera,Español,0,,,1
978-3-735-41156-3,Historia del libertador Don José de San Martín,"Pacífico Otero, José",,1978,Primera,Español,0,,Historia Argentina,1
978-9-995-87956-3,"Historia del mandadero, el califa disfrazado y la muchacha que no se queria casar","Montes, Graciela",Gramón,1926,Primera,Español,0,,,1
978-6-894-73968-4,Historia del movimiento obrero,"Meléndez, Raquel",Centro Editor de América Latina,1971,Primera,Español,0,,Historia Argentina,1
978-6-844-13768-3,Historia integral de la Argentina. Vol I,"Luna, Félix",La Nación/ Planeta,2006,Primera,Español,0,,Historia Argentina,1
978-5-011-06698-6,Historia mundial : parte I,-,García Ferré,1926,Primera,Español,0,,,1
978-8-781-61574-3,Historia social de la Argentina contemporánea,"Di Tella, Torcuato S.",Troquel,1999,Primera,Español,0,,Historia Argentina,1
978-1-094-06414-7,Historia universal : tomo 1 El alba de la civilización,"Grimberg, Carl",Anteojito,1926,Primera,Español,0,,,1
978-9-820-51755-4,Historia universal : tomo 10 La edad de Césares,"Grimberg, Carl",Anteojito,1926,Primera,Español,0,,,1
978-6-070-11003-0,Historia universal : tomo 11 El Imperio Romano,"Grimberg, Carl",Anteojito,1926,Primera,Español,0,,,1
978-5-600-30818-3,Historia universal : tomo 12 Las invasiones bárbaras,"Grimberg, Carl",Anteojito,1926,Primera,Español,0,,,1
978-7-624-10016-3,Historia universal : tomo 13 El imperio bizantino,"Grimberg, Carl",Anteojito,1926,Primera,Español,0,,,1
978-4-001-53235-7,Historia universal : tomo 14 Mahoma y el Islam,"Grimberg, Carl",Anteojito,1926,Primera,Español,0,,,1
978-7-881-08632-3,Historia universal : tomo 15 Carlomagno,"Grimberg, Carl",Anteojito,1926,Primera,Español,0,,,1
978-4-959-22026-9,Historia universal : tomo 16 La era de los Otones,"Grimberg, Carl",Anteojito,1926,Primera,Español,0,,,1
978-7-363-70451-6,Historia universal : tomo 17 Cristianismo e Islam,"Grimberg, Carl",Anteojito,1926,Primera,Español,0,,,1
978-3-625-22987-2,Historia universal : tomo 18 Las cruzadas,"Grimberg, Carl",Anteojito,1926,Primera,Español,0,,,1
